Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,HasChild,Children,Age,TotalAmtSpent,Relation
PGrad,Married,86580.0,72,532,21,127,26,20,20,no child,0,38,746,104.23333333333333
PGrad,Single,41437.0,5,29,0,2,0,0,1,child,2,64,32,109.5
PGrad,Single,73705.0,86,612,91,520,258,107,107,child,2,70,1695,91.86666666666666
Grad,Married,61064.0,80,387,126,342,0,45,180,child,1,45,1080,110.23333333333333
PGrad,Married,38452.0,62,56,0,14,0,0,2,child,2,66,72,91.03333333333333
Grad,Single,18358.0,49,6,8,19,16,4,4,child,1,32,57,95.36666666666666
PGrad,Married,55012.0,85,582,0,65,0,0,13,child,1,48,660,91.33333333333333
UGrad,Married,9722.0,7,6,17,16,6,16,42,child,1,48,103,109.16666666666667
PGrad,Married,38175.0,6,70,6,69,2,3,3,child,1,37,153,97.3
PGrad,Married,58656.0,25,962,12,194,16,24,12,child,1,65,1220,109.56666666666666
Grad,Married,52117.0,55,112,10,107,30,0,20,child,1,56,279,110.73333333333333
Grad,Married,64813.0,81,293,0,124,179,97,52,child,1,43,745,93.93333333333334
PGrad,Married,54222.0,98,199,12,31,3,12,7,child,1,48,264,92.0
Grad,Married,83512.0,31,1060,61,835,80,20,101,no child,0,35,2157,88.4
PGrad,Married,77520.0,30,940,44,396,0,88,58,child,1,62,1526,98.16666666666667
Grad,Married,41154.0,98,44,2,11,2,3,7,child,1,43,69,102.86666666666666
Grad,Married,80398.0,92,342,51,936,207,35,26,no child,0,55,1597,107.86666666666666
UGrad,Single,18746.0,41,2,10,11,12,9,20,child,1,29,64,89.03333333333333
Grad,Married,35196.0,68,75,12,141,43,39,187,child,1,37,497,107.76666666666667
Grad,Single,60230.0,78,520,20,367,39,81,40,child,1,65,1067,101.5
Grad,Married,22108.0,46,5,3,9,6,2,6,child,2,44,31,89.73333333333333
Grad,Married,44392.0,71,87,5,71,7,12,29,child,2,47,211,97.9
PGrad,Married,55424.0,6,462,61,184,10,53,107,child,1,45,877,107.36666666666666
Grad,Married,17688.0,82,2,2,1,3,1,2,child,1,42,11,105.73333333333333
PGrad,Married,92491.0,71,979,44,935,29,25,22,no child,0,38,2034,102.13333333333334
Grad,Single,90273.0,32,704,129,853,120,74,111,no child,0,30,1991,94.56666666666666
PGrad,Single,82571.0,28,861,31,558,62,95,79,no child,0,59,1686,90.93333333333334
PGrad,Single,38513.0,20,172,3,115,16,0,18,child,1,39,324,93.06666666666666
PGrad,Single,16653.0,10,5,7,31,15,4,7,child,1,42,69,90.4
Grad,Married,42586.0,7,194,2,56,0,0,0,child,2,66,252,108.26666666666667
UGrad,Single,23529.0,67,9,7,13,3,2,20,child,1,56,54,105.93333333333334
PGrad,Married,74881.0,48,505,72,270,36,27,54,child,2,60,964,103.93333333333334
Grad,Married,71107.0,61,533,10,217,198,174,195,child,1,70,1327,104.56666666666666
PGrad,Married,46910.0,36,48,0,14,0,0,6,child,2,57,68,91.26666666666667
Grad,Married,18690.0,77,6,1,7,23,4,19,no child,0,62,60,106.26666666666667
Grad,Single,37244.0,90,18,2,10,0,0,25,child,2,66,55,102.26666666666667
Grad,Married,82427.0,35,482,147,509,104,107,107,no child,0,55,1456,91.63333333333334
UGrad,Single,75342.0,38,204,97,97,21,118,26,child,1,63,563,101.96666666666667
Grad,Single,70044.0,46,1073,0,250,153,14,14,child,1,67,1504,104.53333333333333
Grad,Single,79146.0,33,245,16,223,21,43,16,child,2,54,564,90.2
Grad,Married,77437.0,70,560,21,442,29,44,29,no child,0,58,1125,95.16666666666667
Grad,Married,54984.0,51,173,13,131,32,3,6,child,1,62,358,89.2
PGrad,Married,42403.0,18,22,1,11,0,5,3,child,1,50,42,94.66666666666667
Grad,Married,55761.0,97,136,1,12,0,3,32,child,1,57,184,90.2
Grad,Married,37292.0,32,275,0,86,10,23,66,child,1,38,460,102.56666666666666
PGrad,Single,45576.0,9,56,19,29,2,14,25,no child,0,76,145,89.06666666666666
Grad,Married,70321.0,6,303,23,751,82,26,191,no child,0,74,1376,105.63333333333334
PGrad,Single,58086.0,80,708,7,62,0,0,15,child,1,52,792,105.5
Grad,Married,81795.0,74,324,132,693,27,118,88,no child,0,69,1382,108.36666666666666
UGrad,Married,28389.0,49,1,5,3,7,4,8,no child,0,74,28,107.53333333333333
PGrad,Married,66835.0,21,620,26,195,34,17,141,no child,0,75,1033,97.13333333333334
Grad,Single,69901.0,95,312,21,206,102,92,149,child,1,52,882,101.2
PGrad,Married,80360.0,56,1493,86,454,112,43,43,no child,0,72,2231,104.1
PGrad,Married,63342.0,48,918,21,118,13,10,21,child,1,60,1101,108.7
Grad,Married,44989.0,26,98,0,106,49,10,106,child,1,47,369,109.83333333333333
UGrad,Single,31859.0,3,3,4,7,15,8,11,child,1,41,48,92.06666666666666
PGrad,Single,51569.0,39,380,0,47,6,0,34,child,1,72,467,104.73333333333333
Grad,Single,30372.0,33,15,0,12,7,3,7,child,2,50,44,106.36666666666666
UGrad,Single,16014.0,42,3,9,4,7,8,7,child,2,42,38,103.63333333333334
Grad,Married,41120.0,80,24,2,23,0,8,24,child,2,53,81,95.83333333333333
PGrad,Single,39763.0,9,80,1,60,4,6,16,child,1,50,167,98.96666666666667
PGrad,Married,38725.0,52,31,0,6,2,1,5,child,2,66,45,89.66666666666667
Grad,Married,77981.0,78,138,120,204,16,126,60,child,1,49,664,101.3
UGrad,Married,62905.0,68,166,75,96,119,107,59,child,1,57,622,97.73333333333333
UGrad,Single,13533.0,45,12,3,8,8,0,17,child,1,42,48,103.86666666666666
Grad,Married,59481.0,47,178,3,85,71,66,58,child,1,46,461,96.3
Grad,Married,72117.0,34,707,20,171,65,60,50,child,1,44,1073,98.43333333333334
UGrad,Married,21955.0,81,5,1,7,17,14,11,child,1,35,55,97.83333333333333
Grad,Married,67131.0,72,465,71,250,93,35,62,child,1,65,976,103.33333333333333
PGrad,Single,36802.0,23,16,1,2,0,0,1,child,1,41,20,88.43333333333334
Grad,Married,71853.0,29,358,108,413,141,97,32,no child,0,39,1149,101.9
UGrad,Married,28249.0,80,1,9,7,2,14,10,no child,0,60,43,88.46666666666667
PGrad,Married,47808.0,30,123,1,26,2,0,72,child,1,46,224,96.4
PGrad,Single,25509.0,15,40,3,30,10,7,11,child,1,47,101,109.63333333333334
PGrad,Married,51012.0,86,102,9,63,2,9,24,no child,0,75,209,102.56666666666666
Grad,Single,70596.0,68,347,44,534,17,0,26,no child,0,36,968,109.06666666666666
PGrad,Married,85431.0,54,376,53,462,168,53,53,no child,0,69,1165,100.86666666666666
Grad,Married,42664.0,44,21,0,3,0,0,0,child,1,54,24,91.43333333333334
Grad,Married,42586.0,7,194,2,56,0,0,0,child,2,66,252,108.26666666666667
Grad,Single,29760.0,87,64,4,68,7,5,17,child,1,36,165,110.3
PGrad,Married,28973.0,59,206,0,46,3,2,12,no child,0,44,269,108.8
PGrad,Married,39435.0,16,71,0,18,0,0,13,child,1,48,102,98.9
UGrad,Married,65370.0,1,71,22,112,138,89,29,no child,0,37,461,99.06666666666666
UGrad,Single,20194.0,64,0,4,7,11,10,15,child,1,42,47,106.63333333333334
PGrad,Single,42473.0,72,93,1,21,0,4,25,child,2,45,144,92.4
Grad,Married,64590.0,98,920,138,168,36,46,30,no child,0,53,1338,108.76666666666667
Grad,Married,71232.0,91,653,17,170,34,26,17,child,1,62,917,95.1
Grad,Married,34600.0,8,199,33,60,8,3,15,child,2,50,318,106.13333333333334
Grad,Single,46904.0,20,153,4,56,0,9,31,child,2,54,253,108.1
Grad,Married,49094.0,6,376,0,38,11,8,69,child,1,48,502,109.53333333333333
Grad,Married,36075.0,54,46,0,30,12,1,30,child,1,38,119,94.73333333333333
UGrad,Married,60839.0,72,600,21,128,223,150,128,child,2,42,1250,110.33333333333333
Grad,Married,77298.0,46,425,115,292,23,35,79,child,1,42,969,95.96666666666667
Grad,Married,34026.0,11,18,6,15,12,8,17,child,2,71,76,98.93333333333334
PGrad,Single,48918.0,21,52,0,9,0,0,1,child,2,58,62,90.6
UGrad,Married,82122.0,89,734,22,350,151,25,100,no child,0,59,1382,98.6
Grad,Single,37697.0,82,34,6,21,11,4,8,child,1,45,84,92.73333333333333
Grad,Married,34074.0,69,135,1,41,10,1,67,child,2,69,255,99.7
PGrad,Married,28520.0,55,11,0,10,0,2,20,child,2,61,43,100.66666666666667
Grad,Single,62535.0,13,163,48,90,0,45,52,child,1,66,398,96.96666666666667
PGrad,Single,36273.0,80,29,3,30,3,2,9,child,1,44,76,90.46666666666667
Grad,Married,63404.0,97,734,26,70,11,44,17,child,2,57,902,88.76666666666667
UGrad,Married,75774.0,27,340,21,134,258,14,56,child,1,40,823,89.93333333333334
Grad,Married,78416.0,99,453,38,279,188,38,183,child,1,45,1179,88.06666666666666
Grad,Married,75702.0,87,1073,0,629,145,37,37,child,1,47,1921,108.76666666666667
PGrad,Married,59385.0,85,135,0,10,0,4,36,child,2,70,185,102.23333333333333
Grad,Single,37070.0,30,231,7,137,4,15,39,child,2,55,433,103.53333333333333
Grad,Married,44689.0,82,18,0,5,0,0,11,child,2,70,34,93.66666666666667
Grad,Married,53977.0,21,620,16,165,0,24,82,child,1,63,907,100.86666666666666
PGrad,Single,7144.0,92,81,4,33,5,2,291,child,2,55,416,94.8
Grad,Single,18701.0,95,12,4,2,10,6,10,child,2,57,44,101.0
Grad,Married,90369.0,2,292,51,981,224,23,17,no child,0,65,1588,90.06666666666666
PGrad,Single,63159.0,74,965,34,586,89,86,37,no child,0,47,1797,108.03333333333333
Grad,Married,37758.0,49,27,2,10,0,0,1,child,2,55,40,109.1
PGrad,Single,46757.0,71,777,30,163,0,51,122,child,1,58,1143,107.66666666666667
PGrad,Married,79734.0,72,572,8,232,23,62,17,no child,0,52,914,88.03333333333333
Grad,Married,63207.0,68,438,169,565,91,169,70,no child,0,29,1502,105.5
Grad,Single,72071.0,4,531,69,300,150,138,150,child,1,67,1338,104.66666666666667
PGrad,Married,21840.0,80,17,0,9,0,0,1,child,1,38,27,99.43333333333334
UGrad,Married,58582.0,15,402,35,106,101,77,42,child,1,39,763,97.13333333333334
Grad,Single,72282.0,70,503,27,419,90,139,153,no child,0,70,1331,99.5
Grad,Married,50387.0,91,369,9,87,12,14,34,child,2,65,525,98.06666666666666
PGrad,Married,32583.0,10,5,0,3,0,0,1,child,2,60,9,88.46666666666667
Grad,Married,62568.0,99,362,17,398,80,35,61,child,1,59,953,90.76666666666667
PGrad,Single,44635.0,25,56,0,9,0,0,3,child,2,50,68,96.7
PGrad,Single,33316.0,34,79,1,31,4,4,12,child,2,50,131,96.93333333333334
Grad,Married,63967.0,57,387,84,141,73,35,162,child,1,53,882,98.8
UGrad,Married,52513.0,84,367,17,241,104,188,232,no child,0,43,1149,110.1
Grad,Married,25293.0,51,15,0,11,0,2,9,child,1,52,37,97.56666666666666
PGrad,Single,54111.0,97,267,6,54,8,3,50,child,1,56,388,98.26666666666667
Grad,Married,78394.0,13,298,27,697,216,24,166,no child,0,35,1428,104.63333333333334
PGrad,Married,80739.0,92,674,92,736,39,0,92,no child,0,63,1633,101.4
PGrad,Married,22669.0,30,16,14,36,37,22,48,child,1,46,173,101.43333333333334
Grad,Single,29236.0,30,37,4,24,16,9,9,child,1,34,99,96.8
Grad,Married,44911.0,11,159,0,22,2,1,31,child,1,62,215,103.7
PGrad,Married,54693.0,72,686,17,142,23,26,35,child,1,59,929,104.56666666666666
Grad,Married,48186.0,39,97,3,66,12,7,34,child,1,47,219,91.36666666666666
Grad,Married,54809.0,0,63,6,57,13,13,22,child,2,44,174,97.7
Grad,Married,41580.0,15,56,5,24,4,0,3,child,2,43,92,106.86666666666666
PGrad,Married,80336.0,12,209,19,456,160,142,66,no child,0,51,1052,97.76666666666667
Grad,Married,47743.0,56,198,2,43,0,12,20,child,1,64,275,103.46666666666667
UGrad,Married,62972.0,39,313,15,47,20,0,192,child,1,66,587,111.16666666666667
PGrad,Single,57333.0,55,941,14,397,76,58,176,child,1,67,1662,109.5
PGrad,Married,32313.0,60,86,4,56,2,4,7,child,1,39,159,104.76666666666667
PGrad,Single,84953.0,73,167,48,602,63,72,72,no child,0,68,1024,101.03333333333333
PGrad,Single,27071.0,90,8,3,19,0,2,3,child,1,53,35,90.23333333333333
PGrad,Married,68148.0,86,389,66,408,37,57,85,no child,0,64,1042,98.06666666666666
PGrad,Married,65735.0,37,239,7,119,4,15,11,child,2,56,395,94.8
PGrad,Married,86836.0,7,179,21,273,0,21,63,no child,0,46,557,109.83333333333333
Grad,Married,30093.0,19,2,6,28,13,4,16,no child,0,31,69,99.86666666666666
PGrad,Married,57705.0,14,383,0,53,6,4,40,child,1,55,486,93.63333333333334
Grad,Single,25008.0,72,2,8,8,6,1,9,child,1,33,34,92.9
UGrad,Single,83257.0,56,536,27,590,38,107,67,no child,0,26,1365,109.63333333333334
Grad,Married,22280.0,85,2,1,4,3,1,2,child,1,46,13,101.53333333333333
PGrad,Married,72159.0,62,322,53,899,34,40,53,no child,0,43,1401,108.26666666666667
Grad,Married,64260.0,1,539,169,816,20,0,30,no child,0,60,1574,105.8
PGrad,Single,82733.0,28,712,50,420,65,38,38,no child,0,37,1323,97.73333333333333
PGrad,Single,74290.0,70,1121,0,72,0,12,12,child,1,50,1217,98.7
PGrad,Single,58217.0,84,68,1,13,3,5,13,child,3,70,103,107.63333333333334
PGrad,Married,21024.0,89,36,4,18,6,2,18,no child,0,45,84,100.0
PGrad,Married,70116.0,73,707,44,603,95,58,29,no child,0,49,1536,105.3
Grad,Married,54006.0,42,174,77,203,6,24,97,child,1,36,581,109.63333333333334
PGrad,Married,69063.0,16,666,35,124,69,8,26,child,1,55,928,107.96666666666667
UGrad,Single,11448.0,16,0,0,0,6,2,6,no child,0,46,14,94.53333333333333
Grad,Single,61825.0,56,162,50,100,55,30,27,child,1,42,424,98.86666666666666
Grad,Married,70886.0,65,407,70,239,103,88,53,child,1,50,960,96.6
Grad,Married,69109.0,10,823,25,459,124,29,95,no child,0,39,1555,107.9
Grad,Single,60208.0,13,488,23,71,15,0,59,child,2,48,656,109.0
PGrad,Married,32889.0,78,28,0,13,4,2,8,child,2,53,55,97.86666666666666
Grad,Single,34738.0,51,3,2,10,3,0,2,child,1,37,20,89.63333333333334
PGrad,Married,30538.0,27,284,0,52,8,3,20,child,1,50,367,109.2
UGrad,Married,82326.0,30,938,142,754,159,81,183,no child,0,44,2257,91.7
PGrad,Single,26642.0,71,13,2,15,2,2,8,child,1,54,42,92.0
Grad,Single,69932.0,97,412,172,153,150,105,57,child,1,57,1049,100.73333333333333
Grad,Single,44503.0,83,31,1,8,0,0,8,child,2,49,48,90.46666666666667
PGrad,Single,60200.0,3,502,19,132,0,6,26,child,1,73,685,106.1
Grad,Single,49638.0,71,18,10,3,3,5,0,child,1,69,39,90.36666666666666
UGrad,Single,23830.0,3,1,8,6,4,8,16,no child,0,34,43,92.73333333333333
PGrad,Single,33051.0,15,100,71,243,108,94,219,no child,0,62,835,110.73333333333333
Grad,Married,72905.0,52,407,114,445,181,165,203,no child,0,63,1515,93.3
PGrad,Married,69702.0,8,664,9,240,50,19,57,child,1,70,1039,104.5
Grad,Single,70300.0,89,1045,61,338,60,46,46,child,1,46,1596,99.63333333333334
PGrad,Married,70643.0,66,1218,107,304,23,143,33,no child,0,37,1828,108.73333333333333
PGrad,Married,30396.0,22,15,0,6,0,1,12,child,1,52,34,90.0
PGrad,Single,50616.0,56,128,0,16,0,1,4,child,1,53,149,90.4
PGrad,Single,62772.0,74,581,49,157,43,8,108,child,1,52,946,101.53333333333333
PGrad,Single,30298.0,48,6,3,12,6,1,0,no child,0,36,28,89.36666666666666
Grad,Single,52413.0,67,185,8,133,56,56,12,child,1,37,450,108.1
PGrad,Married,44155.0,24,22,1,9,0,0,14,child,2,64,46,93.36666666666666
PGrad,Single,86979.0,67,584,100,835,65,83,35,no child,0,50,1702,95.8
Grad,Married,76532.0,38,355,30,177,90,138,30,child,2,46,820,97.76666666666667
Grad,Married,42081.0,86,175,10,110,54,6,27,child,1,39,382,104.26666666666667
PGrad,Married,67546.0,90,864,134,768,150,38,172,no child,0,33,2126,110.23333333333333
PGrad,Married,88420.0,87,957,153,612,99,95,153,no child,0,32,2069,89.93333333333334
Grad,Married,31158.0,62,25,6,16,20,0,5,child,1,36,72,105.26666666666667
Grad,Single,61671.0,23,641,7,56,0,0,28,child,1,53,732,88.86666666666666
Grad,Single,69719.0,99,273,86,208,177,14,43,no child,0,47,801,89.13333333333334
Grad,Single,49160.0,29,122,21,43,25,10,15,child,1,72,236,96.4
UGrad,Married,24882.0,52,1,4,10,29,0,36,child,1,43,80,109.93333333333334
PGrad,Single,90933.0,90,1020,31,430,62,63,79,no child,0,67,1685,91.0
PGrad,Single,113734.0,9,6,2,3,1,262,3,no child,0,76,277,89.06666666666666
PGrad,Married,59292.0,71,378,14,68,19,14,14,child,1,71,507,100.7
PGrad,Married,45759.0,13,42,1,18,3,0,4,child,2,57,68,104.36666666666666
Grad,Single,22148.0,16,15,5,14,0,4,11,no child,0,38,49,90.56666666666666
PGrad,Married,73395.0,94,272,7,80,20,7,11,no child,0,34,397,91.43333333333334
Grad,Single,29819.0,77,9,1,24,2,1,2,child,1,50,39,96.26666666666667
Grad,Married,45688.0,20,279,0,18,0,0,9,child,1,53,306,93.16666666666667
Grad,Married,62820.0,51,398,61,265,138,61,53,no child,0,67,976,101.8
PGrad,Married,60491.0,81,637,47,237,12,19,76,child,1,50,1028,97.86666666666666
Grad,Married,33235.0,71,45,0,16,2,1,6,child,1,35,70,92.8
Grad,Married,35701.0,36,21,1,9,7,3,5,no child,0,62,46,103.56666666666666
PGrad,Married,31535.0,95,15,4,13,0,0,19,child,1,41,51,97.2
UGrad,Married,92556.0,32,493,183,352,184,23,28,no child,0,61,1263,90.33333333333333
Grad,Single,67384.0,32,957,40,175,158,53,107,child,1,51,1490,107.86666666666666
PGrad,Married,80573.0,85,829,138,430,60,92,15,no child,0,50,1564,108.76666666666667
Grad,Married,77870.0,93,1017,50,500,65,50,133,child,1,54,1815,110.53333333333333
PGrad,Single,52278.0,24,953,0,71,0,0,174,child,1,58,1198,105.33333333333333
Grad,Single,57107.0,44,159,0,120,0,0,137,child,1,53,416,110.46666666666667
Grad,Married,18929.0,15,32,0,8,23,4,18,no child,0,31,85,104.6
PGrad,Single,36038.0,82,23,0,15,0,2,7,child,1,40,47,101.13333333333334
Grad,Single,20180.0,27,18,42,24,15,20,18,no child,0,45,137,104.46666666666667
PGrad,Married,34230.0,72,15,0,4,0,0,2,child,2,56,21,106.33333333333333
UGrad,Single,31878.0,7,23,4,5,10,5,23,child,1,44,70,88.23333333333333
UGrad,Married,70932.0,57,200,193,100,46,185,185,child,1,49,909,93.36666666666666
Grad,Single,91249.0,84,1324,27,119,71,108,27,no child,0,65,1676,108.56666666666666
PGrad,Single,77598.0,53,1193,33,281,129,66,33,no child,0,78,1735,97.03333333333333
Grad,Single,80982.0,48,505,137,401,104,22,22,child,2,62,1191,105.9
PGrad,Married,22701.0,2,2,4,9,0,4,5,child,1,44,24,97.9
PGrad,Married,55212.0,65,1103,0,45,0,0,34,child,1,52,1182,107.43333333333334
Grad,Married,70617.0,45,353,61,753,40,46,27,no child,0,51,1280,100.36666666666666
Grad,Single,64849.0,42,652,48,350,94,84,108,no child,0,64,1336,107.76666666666667
PGrad,Married,62694.0,29,379,6,157,25,91,91,child,2,56,749,100.56666666666666
PGrad,Married,61917.0,83,46,4,36,2,2,1,child,2,47,91,95.36666666666666
PGrad,Married,67472.0,93,162,31,127,8,17,69,child,1,74,414,97.13333333333334
PGrad,Married,21059.0,40,8,3,19,3,3,8,child,1,39,44,93.76666666666667
PGrad,Married,29543.0,47,17,3,18,3,4,18,child,2,53,63,90.96666666666667
Grad,Married,75903.0,50,340,108,185,130,38,100,child,1,70,901,102.9
UGrad,Married,34984.0,40,8,4,15,3,5,3,child,2,46,38,110.03333333333333
PGrad,Single,54998.0,3,154,22,202,39,30,8,child,1,65,455,103.86666666666666
PGrad,Single,54356.0,62,710,15,30,20,0,0,child,1,72,775,107.56666666666666
PGrad,Married,34242.0,25,8,2,4,0,0,1,child,1,62,15,91.26666666666667
Grad,Married,25410.0,48,2,2,4,13,13,4,child,1,48,38,98.06666666666666
PGrad,Married,73356.0,56,1050,14,322,0,14,112,no child,0,37,1512,92.76666666666667
Grad,Married,28320.0,68,19,1,14,3,2,4,child,1,71,43,105.7
Grad,Single,23763.0,64,22,0,6,6,2,6,child,1,44,42,111.03333333333333
Grad,Married,72570.0,67,274,83,216,151,141,224,no child,0,37,1089,90.16666666666667
PGrad,Married,34529.0,94,68,6,38,3,6,41,child,1,45,162,109.76666666666667
Grad,Single,70792.0,82,344,45,654,104,11,114,no child,0,70,1272,104.93333333333334
Grad,Married,63211.0,3,145,193,459,205,26,145,no child,0,39,1173,108.13333333333334
PGrad,Married,83891.0,24,217,38,350,111,85,15,child,1,47,816,88.3
Grad,Single,36065.0,54,18,7,34,10,2,3,child,2,53,74,103.16666666666667
Grad,Married,39898.0,20,69,8,26,12,7,12,child,1,67,134,104.73333333333333
PGrad,Single,51141.0,96,144,0,7,0,0,6,no child,0,81,157,99.86666666666666
Grad,Married,56939.0,19,256,34,103,90,29,49,child,1,45,561,97.46666666666667
Grad,Single,80872.0,60,483,72,567,94,12,108,no child,0,70,1336,89.6
PGrad,Married,72335.0,2,1285,105,653,28,21,0,no child,0,45,2092,110.83333333333333
PGrad,Single,61798.0,13,338,4,89,11,8,13,no child,0,57,463,95.26666666666667
PGrad,Single,76842.0,37,605,10,345,84,54,32,no child,0,71,1130,89.9
Grad,Married,29478.0,59,8,0,7,3,1,1,child,1,45,20,93.43333333333334
Grad,Single,46998.0,55,172,41,86,45,6,27,child,1,65,377,108.5
Grad,Single,96843.0,60,448,71,951,40,17,17,no child,0,31,1544,102.4
PGrad,Single,56551.0,48,67,4,32,17,2,16,child,2,71,138,89.76666666666667
PGrad,Married,70053.0,38,512,53,98,81,179,89,child,1,56,1012,100.03333333333333
PGrad,Single,71670.0,8,1462,16,128,0,0,160,no child,0,59,1766,99.83333333333333
Grad,Married,44359.0,19,20,0,14,7,3,1,child,2,43,45,88.4
Grad,Single,40887.0,32,50,4,44,10,10,43,child,2,69,161,101.96666666666667
Grad,Single,48877.0,27,102,1,15,2,0,24,child,1,55,144,93.83333333333333
Grad,Married,74485.0,58,499,149,815,173,49,49,no child,0,74,1734,98.3
Grad,Married,64474.0,59,381,35,172,56,86,93,child,1,49,823,96.33333333333333
Grad,Married,77226.0,29,631,43,239,128,76,21,child,1,58,1138,92.03333333333333
Grad,Single,72643.0,60,526,80,553,123,94,53,no child,0,72,1429,104.23333333333333
PGrad,Married,85738.0,41,913,26,376,17,26,13,no child,0,43,1371,93.23333333333333
Grad,Single,55686.0,27,673,0,199,37,47,26,child,1,55,982,104.66666666666667
Grad,Single,39062.0,28,23,0,9,0,0,12,child,1,38,44,91.2
Grad,Married,34600.0,8,199,33,60,8,3,15,child,2,50,318,106.13333333333334
Grad,Married,40794.0,18,261,23,73,4,23,50,child,1,46,434,102.93333333333334
UGrad,Married,54690.0,76,111,16,37,7,9,18,child,2,50,198,95.8
Grad,Married,4428.0,0,16,4,12,2,4,321,child,1,52,359,96.9
UGrad,Married,32632.0,32,63,151,137,153,19,53,no child,0,58,576,111.2
PGrad,Single,38236.0,2,58,0,18,2,0,10,child,2,53,88,97.4
Grad,Married,36781.0,16,29,1,17,0,3,13,child,1,42,63,90.66666666666667
PGrad,Single,31385.0,56,3,2,12,0,1,9,child,1,37,27,107.03333333333333
Grad,Married,24570.0,97,28,34,62,11,14,44,child,1,37,193,104.23333333333333
PGrad,Single,25509.0,15,40,3,30,10,7,11,child,1,47,101,109.63333333333334
Grad,Married,94642.0,35,879,143,797,106,143,143,no child,0,70,2211,92.56666666666666
PGrad,Married,58646.0,3,62,1,44,6,5,22,child,1,59,140,100.8
Grad,Single,53201.0,49,280,7,81,20,0,27,child,2,46,415,104.73333333333333
Grad,Married,21994.0,4,9,0,6,3,1,3,child,1,64,22,106.4
Grad,Married,57113.0,45,182,4,33,0,2,42,child,2,43,263,104.93333333333334
Grad,Married,51373.0,37,83,2,101,64,26,117,no child,0,30,393,100.4
Grad,Married,23477.0,39,38,15,54,3,8,29,child,1,35,147,96.36666666666666
Grad,Married,58116.0,38,228,19,130,4,11,51,child,1,65,443,90.56666666666666
PGrad,Single,72968.0,8,1092,37,592,145,37,55,no child,0,58,1958,94.5
PGrad,Married,39791.0,89,85,15,27,13,13,21,child,1,50,174,103.26666666666667
PGrad,Single,91712.0,47,1276,24,746,94,29,48,no child,0,74,2217,96.5
Grad,Single,94472.0,75,1017,33,417,108,100,16,child,1,63,1691,90.9
Grad,Married,13672.0,86,6,2,9,2,1,5,child,2,61,25,102.6
UGrad,Married,96547.0,4,448,21,125,52,101,62,no child,0,41,809,89.23333333333333
Grad,Married,79205.0,73,504,23,117,179,28,44,no child,0,46,895,110.3
PGrad,Married,56559.0,46,226,22,133,41,31,31,child,1,46,484,106.36666666666666
PGrad,Married,32644.0,38,239,3,141,0,7,23,child,1,48,413,105.63333333333334
UGrad,Single,67506.0,73,90,38,67,33,36,67,child,1,41,331,93.93333333333334
Grad,Single,24206.0,66,7,2,8,3,2,3,child,1,51,25,103.93333333333334
PGrad,Single,28420.0,36,4,2,5,2,0,0,child,1,54,13,94.23333333333333
Grad,Married,22979.0,29,16,17,19,20,21,22,child,1,51,115,110.03333333333333
Grad,Single,33279.0,29,10,3,3,0,0,0,no child,0,55,16,88.56666666666666
PGrad,Single,46423.0,6,68,0,16,0,0,8,child,2,49,92,97.46666666666667
Grad,Married,30368.0,97,35,0,13,2,0,2,child,1,44,52,95.8
Grad,Married,63684.0,61,575,80,428,208,93,80,child,1,51,1464,107.33333333333333
Grad,Single,41638.0,68,315,0,31,4,0,91,child,1,57,441,104.7
PGrad,Single,68805.0,73,182,2,49,17,13,20,child,1,62,283,97.5
PGrad,Married,65814.0,90,561,14,113,10,14,35,child,1,55,747,91.96666666666667
Grad,Single,71964.0,81,587,51,932,180,34,86,no child,0,63,1870,101.5
Grad,Single,39146.0,1,94,1,33,13,12,12,child,1,35,165,104.66666666666667
Grad,Married,96876.0,79,908,43,735,40,194,21,no child,0,44,1941,98.9
UGrad,Married,34445.0,92,228,122,122,208,129,30,no child,0,40,839,105.26666666666667
Grad,Single,68281.0,31,995,112,417,42,48,41,no child,0,63,1655,111.03333333333333
UGrad,Married,37284.0,46,11,1,2,2,1,6,child,2,46,23,103.23333333333333
Grad,Married,36790.0,14,3,3,14,15,21,10,no child,0,38,66,104.16666666666667
Grad,Married,27943.0,89,12,1,16,4,1,3,child,2,54,37,102.66666666666667
Grad,Single,22263.0,31,17,0,2,0,0,2,child,2,70,21,91.03333333333333
Grad,Married,30261.0,75,8,0,5,0,3,6,child,3,49,22,109.4
Grad,Married,28587.0,42,22,4,17,12,10,13,child,1,43,78,92.56666666666666
PGrad,Married,43815.0,53,14,10,29,4,7,15,child,1,39,79,103.0
Grad,Married,48195.0,53,106,27,68,52,7,5,child,2,65,265,93.3
PGrad,Married,77027.0,23,820,57,242,45,0,11,child,1,69,1175,92.8
PGrad,Married,71322.0,57,753,43,226,69,10,204,child,1,56,1305,104.6
PGrad,Married,32765.0,49,13,3,17,7,3,3,child,1,42,46,92.2
Grad,Married,29672.0,6,9,1,3,0,4,8,child,2,56,25,103.8
Grad,Single,23272.0,29,19,3,6,4,2,12,no child,0,68,46,96.5
PGrad,Married,49912.0,5,520,8,223,32,49,42,child,1,72,874,110.0
UGrad,Married,7500.0,98,5,17,17,13,14,34,child,1,36,100,111.23333333333333
